Ch	2026ilch	qm	1	b2		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	2	b1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	1	b1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	2	b1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	1	r1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	2	r1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	1	b1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	1	r1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	2	r2	2	[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	1	b2		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	2	b1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	1	b1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	2	b1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	1	r1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	2	r1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	1	b1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	1	r1		[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
Ch	2026ilch	qm	2	r2	2	[]	[]	0	0	x	0	0	0	[]	0	0	0	0	0	0	x	x	x	3	0	0	0	0	0	0	0		
